Kinh
Ba Na
Bố Y
Brâu
Bru - Vân Kiều
Chăm
Chơ Ro
Chu Ru
Chứt
Co
Cơ Ho
Cờ Lao
Cơ Tu
Cống
Dao
Ê Đê
Gia Rai
Giáy
Gié Triêng
Hà Nhỉ
Hoa
Hrê
Kháng
Khmer
Khơ Mú
La Chí
La Ha
La Hú
Lào
Lô Lô
Lự
Mạ
Mảng
M'Nông
Mông
Mường
Ngái
Nùng
Ơ Đu
Pà Thẻn
Phù Lá
Pu Péo
Ra Glai
Rơ Măm
Sán Chay
Sán Dìu
Si La
Tà Ôi
Tày
Thái
Thổ
Xinh Mun
Xơ Đăng
Xtiêng
