Thành phố Hà Nội,01,Quận Ba Đình,001,Phường Phúc Xá,00001,Phường
Thành phố Hà Nội,01,Quận Ba Đình,001,Phường Trúc Bạch,00004,Phường
Thành phố Hà Nội,01,Quận Ba Đình,001,Phường Vĩnh Phúc,00006,Phường
Thành phố Hà Nội,01,Quận Ba Đình,001,Phường Cống Vị,00007,Phường
Thành phố Hà Nội,01,Quận Ba Đình,001,Phường Liễu Giai,00008,Phường
Thành phố Hà Nội,01,Quận Ba Đình,001,Phường Nguyễn Trung Trực,00010,Phường
Thành phố Hà Nội,01,Quận Ba Đình,001,Phường Quán Thánh,00013,Phường
